user_id,age,monthly_spend,plan_tier,is_active,email,first_name,last_name,gender,country,state_province,city,primary_device,subscription_start_date,created_at
user_00329,28.0,15.64,3,1,kimberly07@example.org,Sarah,Adams,Male,Canada,Alberta,Andrewshaven,Tablet,2024-01-08,2025-02-12 21:53:20.941473
user_00334,26.0,2.35,2,0,lcarr@example.org,Danny,Brown,Female,USA,Michigan,Rogersfurt,Desktop,2022-12-12,2023-07-21 10:37:53.391071
user_00338,15.0,13.48,3,0,brian12@example.net,Tyler,Santiago,Male,USA,California,Lake Michaelborough,Gaming Console,2023-05-04,2022-09-19 12:49:27.092835
user_00344,31.0,25.56,2,0,kenneth10@example.com,Evan,Hodge,Female,USA,Missouri,Fordberg,Tablet,2023-02-20,2024-06-19 21:06:55.626671
user_00369,46.0,35.06,2,0,calvinhester@example.com,Brooke,Martinez,Prefer not to say,USA,Indiana,Ramirezshire,Tablet,2024-11-07,2023-08-28 06:04:58.110198
user_00369,46.0,35.06,2,0,calvinhester@example.com,Brooke,Martinez,Prefer not to say,USA,Indiana,Ramirezshire,Tablet,2024-11-07,2023-08-28 06:04:58.110198
user_00375,27.0,44.37,3,0,deborahwatkins@example.net,Misty,Morgan,Male,USA,New Jersey,Benjaminchester,Mobile,2023-05-21,2024-05-08 08:12:35.046661
user_00384,31.0,29.21,2,0,daniellewis@example.com,Ricky,Henry,Male,Canada,Quebec,West Amyfort,Gaming Console,2025-06-22,2023-09-04 19:33:09.325065
user_00384,31.0,29.21,2,0,daniellewis@example.com,Ricky,Henry,Male,Canada,Quebec,West Amyfort,Gaming Console,2025-06-22,2023-09-04 19:33:09.325065
user_00386,47.0,13.48,4,1,browningphillip@example.com,Christopher,Evans,Female,USA,Texas,Welchchester,Mobile,2023-05-29,2025-01-21 01:33:17.095272
user_00395,47.0,8.35,2,1,zachary62@example.com,Kathryn,Peters,Male,USA,Texas,East Edgarbury,Laptop,2022-09-10,2023-01-29 06:44:33.780483
user_00413,38.0,13.59,2,0,jacksondavid@example.org,Eric,Erickson,Female,Canada,Manitoba,East Deborahmouth,Tablet,2022-12-14,2023-11-27 05:03:01.329417
user_00419,63.0,13.31,3,1,michaelmitchell@example.net,Jennifer,Garcia,Male,Canada,Nova Scotia,Shawnberg,Gaming Console,2025-01-25,2022-11-12 03:34:47.249355
user_00433,52.0,13.18,1,1,ifarmer@example.org,Amanda,Chambers,Female,USA,Tennessee,Careystad,Gaming Console,2023-02-12,2022-12-17 18:38:33.026377
user_00434,31.0,34.28,3,0,seanwalker@example.org,Erin,Lee,,USA,Michigan,East Tina,Tablet,2022-09-11,2025-04-20 03:46:53.693806
user_00441,67.0,432.82,2,1,danielsmith@example.net,Brittany,Strong,Female,USA,New Jersey,Michaelfort,Gaming Console,2023-02-21,2024-12-23 09:17:49.819813
user_00446,26.0,13.82,2,0,gregorysmith@example.com,Andrew,Gray,Female,USA,Missouri,Sharonport,Desktop,2023-04-22,2024-07-27 05:47:37.538278
user_00456,48.0,13.48,1,1,tfowler@example.org,Damon,Johnson,Female,USA,Missouri,East Jamesfurt,Smart TV,2023-03-15,2024-07-25 18:35:10.981114
user_00491,28.0,2.2,3,0,scottolson@example.org,Jeffery,Moss,Male,Canada,Ontario,Jessicashire,Laptop,2024-08-14,2023-09-19 16:05:07.210731
user_00491,28.0,2.2,3,0,scottolson@example.org,Jeffery,Moss,Male,Canada,Ontario,Jessicashire,Laptop,2024-08-14,2023-09-19 16:05:07.210731
user_00506,23.0,15.49,1,0,nathanielwilson@example.net,Marie,Roberts,Male,USA,Michigan,Josephtown,Smart TV,2023-03-28,2025-05-17 02:43:54.911557
user_00533,58.0,15.25,3,1,christianjones@example.net,Edward,Harrison,Male,Canada,British Columbia,Theodoremouth,Desktop,2024-12-05,2023-06-13 06:56:19.557904
user_00540,27.0,30.08,2,1,jasonbishop@example.org,Ashley,Davis,Female,USA,Illinois,Port Monica,Laptop,2024-01-30,2023-07-12 19:38:26.599844
user_00548,42.0,8.61,3,1,daniel64@example.net,Vanessa,Walters,,USA,Georgia,East Julieborough,Desktop,2024-09-03,2024-05-22 12:52:04.846276
user_00576,40.0,5.96,3,0,tara90@example.com,Thomas,Fuentes,Female,Canada,Nova Scotia,New Wesley,Desktop,2024-11-28,2023-07-02 19:54:12.385734
user_00578,40.0,31.96,2,0,donnathomas@example.com,John,Howard,,USA,Illinois,South Danielle,Mobile,2025-03-20,2025-07-19 21:49:46.160753
user_00578,40.0,31.96,2,0,donnathomas@example.com,John,Howard,,USA,Illinois,South Danielle,Mobile,2025-03-20,2025-07-19 21:49:46.160753
user_00587,33.0,1.91,1,0,mhanson@example.org,Aaron,Meyer,Prefer not to say,Canada,Alberta,North Thomas,Smart TV,2023-10-04,2023-06-27 16:52:16.576979
user_00587,33.0,1.91,1,0,mhanson@example.org,Aaron,Meyer,Prefer not to say,Canada,Alberta,North Thomas,Smart TV,2023-10-04,2023-06-27 16:52:16.576979
user_00651,24.0,40.4,1,0,danastevens@example.net,Kyle,Burgess,Female,Canada,Prince Edward Island,Brianport,Gaming Console,2023-06-03,2023-10-30 16:18:47.230274
user_00663,27.0,23.9,2,1,floydtina@example.net,Monica,Hernandez,Male,USA,Indiana,Jamesmouth,Gaming Console,2022-09-24,2022-09-15 17:29:34.065241
user_00667,34.0,2.66,3,1,copelandryan@example.org,Ashley,Gilbert,Prefer not to say,Canada,British Columbia,West Ashleyborough,Smart TV,2023-05-30,2023-06-02 10:11:39.873669
user_00668,27.0,6.85,3,0,rbrowning@example.com,Adam,Smith,Male,USA,Virginia,West Joseph,Mobile,2022-11-16,2022-08-22 20:57:39.411763
user_00674,34.0,20.66,4,0,acarpenter@example.com,Jacob,Montgomery,Female,USA,Virginia,New Ashleychester,Mobile,2023-07-24,2023-02-01 11:06:28.010309
user_00676,23.0,3.77,1,1,klinejamie@example.com,John,Fritz,Male,USA,Maryland,Porterville,Gaming Console,2025-03-14,2023-04-28 08:56:06.119027
user_00681,50.0,14.8,1,1,oscott@example.org,Brandy,Silva,Female,Canada,Quebec,Jenniferhaven,Desktop,2024-01-06,2025-07-03 13:15:15.883035
user_00681,50.0,14.8,1,1,oscott@example.org,Brandy,Silva,Female,Canada,Quebec,Jenniferhaven,Desktop,2024-01-06,2025-07-03 13:15:15.883035
user_00701,53.0,13.48,2,0,hlawrence@example.org,William,Martin,Female,USA,New Jersey,South Joystad,Desktop,2023-10-30,2025-07-17 12:30:46.567334
user_00709,24.0,6.55,3,0,bauertiffany@example.org,Cynthia,Martin,Female,USA,North Carolina,New Timothystad,Tablet,2024-06-21,2023-12-11 10:48:02.504510
user_00736,43.0,7.66,2,1,howardsabrina@example.com,Melanie,Alvarado,Female,Canada,Ontario,Shermanborough,Laptop,2023-07-19,2024-11-16 16:15:36.447559
user_00794,49.0,10.08,2,1,marywoodard@example.org,Patricia,Simpson,Male,USA,Missouri,Johnfurt,Mobile,2025-01-22,2025-06-10 16:53:03.548052
user_00795,34.0,14.22,3,0,smithkenneth@example.org,Maria,Jones,Male,Canada,Newfoundland and Labrador,South Shirleyfurt,Smart TV,2024-09-04,2023-08-14 02:07:09.252445
user_00802,20.0,18.4,3,0,johnsonchristopher@example.org,Sean,Grant,Female,Canada,Newfoundland and Labrador,Port Dianashire,Gaming Console,2022-12-06,2023-04-14 13:11:27.194746
user_00802,20.0,18.4,3,0,johnsonchristopher@example.org,Sean,Grant,Female,Canada,Newfoundland and Labrador,Port Dianashire,Gaming Console,2022-12-06,2023-04-14 13:11:27.194746
user_00805,25.0,38.63,2,0,xfranco@example.org,Richard,Williams,Female,USA,North Carolina,Johnsonstad,Gaming Console,2023-12-08,2024-10-31 08:03:36.023467
user_00814,50.0,24.46,3,1,spencerlevi@example.org,Linda,Harris,,USA,Pennsylvania,North Ashley,Tablet,2025-01-05,2022-11-15 21:54:44.849289
user_00825,32.0,4.49,3,1,wesleyporter@example.org,Charles,Wilkinson,Male,USA,Missouri,Reyesport,Mobile,2022-08-28,2023-03-08 19:02:12.911292
user_00829,6.0,15.42,4,0,westmatthew@example.net,Michael,Mitchell,,USA,Maryland,South Katherinechester,Laptop,2024-08-01,2025-08-01 07:19:38.423878
user_00835,26.0,5.89,1,0,bsullivan@example.org,Thomas,Cook,Male,Canada,Nova Scotia,West Joefort,Mobile,2024-05-07,2023-11-17 08:18:02.729750
user_00851,21.0,13.48,3,0,bartlettchristine@example.org,Francis,Martin,Male,USA,Ohio,Ritterstad,Tablet,2023-08-09,2024-12-18 14:38:03.325176
user_00871,67.0,14.36,1,0,lauraclay@example.org,William,Buckley,Other,Canada,Quebec,South Heatherstad,Gaming Console,2024-04-02,2022-09-01 13:04:22.244185
user_00886,45.0,17.2,3,1,michelle02@example.com,Jennifer,Morgan,Male,Canada,New Brunswick,Jamestown,Tablet,2023-12-29,2023-10-27 14:54:49.745583
user_00891,24.0,6.4,1,0,loriosborn@example.org,Matthew,Rodriguez,Female,USA,Michigan,East Haleymouth,Desktop,2024-06-29,2023-05-19 05:12:24.384575
user_00893,35.0,7.67,3,1,bcooper@example.net,Katherine,Lee,Prefer not to say,USA,Massachusetts,New Carolyn,Desktop,2022-10-21,2023-05-31 09:57:41.708768
user_00896,22.0,19.83,2,1,cisneroskatrina@example.com,Michael,Hicks,Male,USA,Washington,Armstrongfort,Mobile,2023-11-10,2024-06-13 17:00:06.500054
user_00911,38.0,9.13,2,0,mandypetty@example.com,Taylor,Bennett,Female,USA,Florida,South Charles,Laptop,2023-07-04,2024-10-06 13:09:59.624593
user_00919,29.0,29.59,3,1,deborah49@example.com,Deborah,Reed,Female,USA,New Jersey,Lake Dianaland,Mobile,2025-05-10,2025-04-09 22:54:49.676355
user_00942,52.0,32.06,1,1,nhiggins@example.com,Devon,Anderson,Female,USA,California,East Laurafurt,Desktop,2024-03-24,2022-09-13 07:58:19.532395
user_00957,17.0,16.61,2,0,gmiller@example.org,Shawn,Brown,,Canada,Prince Edward Island,Christopherton,Desktop,2023-09-01,2024-01-24 04:49:31.400904
user_00960,28.0,8.59,1,0,dsmith@example.com,Robert,Collins,Male,USA,Georgia,Port Carlosville,Gaming Console,2023-12-04,2024-08-02 09:47:24.780759
user_00961,47.0,3.43,1,0,benjamin49@example.org,Lori,Andrews,Male,USA,Tennessee,Lake Whitney,Mobile,2023-07-15,2022-09-18 09:59:11.744386
user_00970,52.0,18.12,4,1,owhite@example.org,Jacqueline,Conley,Female,Canada,Ontario,Payneview,Tablet,2022-08-30,2024-02-14 18:01:36.903278
user_00972,47.0,6.51,3,0,amanda88@example.org,Nicole,Mercer,,Canada,Prince Edward Island,Hernandezhaven,Desktop,2024-05-22,2023-11-11 15:47:10.916815
user_00982,32.0,31.29,2,0,lauren62@example.net,Kaylee,Haynes,Male,USA,Missouri,South Cynthiastad,Desktop,2025-05-12,2024-09-02 08:50:48.535414
user_00990,15.0,10.31,3,0,jennifer82@example.com,Mark,Ibarra,Female,Canada,Quebec,Port Samanthaville,Gaming Console,2024-09-23,2023-11-28 18:44:17.081290
user_01008,30.0,18.47,2,0,adam17@example.net,Eugene,Love,Female,Canada,Nova Scotia,East Victorialand,Gaming Console,2025-05-29,2022-08-09 21:58:17.320076
user_01021,16.0,7.16,1,0,mosesveronica@example.com,Susan,Reed,Male,USA,Texas,Ginamouth,Smart TV,2022-09-21,2022-10-19 11:54:08.863521
user_01030,38.0,9.01,2,1,sjackson@example.org,Angela,Fletcher,Female,USA,Florida,South Amanda,Mobile,2022-10-14,2024-05-30 23:42:09.313010
user_01035,31.0,17.96,3,0,wbryant@example.com,Cheryl,Anderson,Female,USA,Arizona,Lake Fernandoland,Smart TV,2024-08-19,2023-12-30 16:54:21.120173
user_01037,45.0,18.38,1,0,dsmith@example.com,Angela,Novak,,Canada,Prince Edward Island,Stevenston,Tablet,2023-04-15,2025-05-17 22:31:19.742873
user_01047,59.0,12.6,3,1,wbentley@example.org,Sarah,Richardson,Female,Canada,Nova Scotia,New Juanburgh,Gaming Console,2023-09-03,2024-10-20 22:39:11.724230
user_01058,24.0,6.69,4,0,plin@example.org,Amanda,Sanders,,Canada,Manitoba,Danbury,Mobile,2024-01-16,2023-04-11 02:47:54.709076
user_01072,48.0,13.94,1,0,vanessacaldwell@example.net,Cory,Garcia,Prefer not to say,Canada,Manitoba,Andersonburgh,Smart TV,2025-03-02,2024-01-09 20:15:13.249418
user_01090,16.0,4.78,3,0,kevin04@example.net,William,Smith,,USA,New Jersey,Port Gabrielstad,Desktop,2024-11-18,2022-10-20 06:34:02.134380
user_01108,51.0,13.48,1,0,mark94@example.net,Courtney,Gallagher,,USA,Massachusetts,New Michelle,Tablet,2023-12-02,2023-01-06 10:49:26.982486
user_01111,42.0,22.96,1,1,kelly09@example.org,Nancy,Hanna,Prefer not to say,USA,Tennessee,East Raymondmouth,Smart TV,2023-10-10,2024-03-30 20:51:08.508763
user_01130,41.0,1.65,2,1,whitecharles@example.net,Jessica,Wilkins,Male,Canada,Nova Scotia,Lake Charlene,Laptop,2025-04-12,2022-08-18 20:04:35.141170
user_01135,50.0,12.71,2,0,dennis55@example.org,Jennifer,Berry,Female,Canada,Ontario,Port Wayneville,Desktop,2023-06-08,2025-03-23 13:24:23.303529
user_01138,56.0,8.21,3,1,fallen@example.net,Michael,Garcia,Male,USA,North Carolina,South Sue,Laptop,2024-07-25,2024-01-01 17:49:38.892987
user_01138,56.0,8.21,3,1,fallen@example.net,Michael,Garcia,Male,USA,North Carolina,South Sue,Laptop,2024-07-25,2024-01-01 17:49:38.892987
user_01143,24.0,33.9,2,0,uhubbard@example.com,Melissa,Guerra,Male,Canada,Quebec,Taylorfort,Smart TV,2023-12-12,2022-08-26 09:06:50.863470
user_01145,13.0,9.99,1,1,jasoncampbell@example.com,Alexander,Davis,Female,USA,Massachusetts,New Robinstad,Smart TV,2024-02-14,2025-06-30 04:17:36.982002
user_01167,35.0,21.73,3,0,xcarlson@example.com,Edward,Taylor,Male,Canada,Saskatchewan,South Josemouth,Smart TV,2023-12-27,2024-07-01 05:37:18.984891
user_01205,53.0,14.43,3,0,phamilton@example.net,Amber,Figueroa,Female,USA,Massachusetts,Brucestad,Gaming Console,2022-11-29,2024-10-19 21:17:43.262463
user_01206,14.0,9.53,1,0,stevenmoore@example.com,Amber,Moore,Male,USA,Washington,Walkerton,Smart TV,2025-07-05,2022-10-07 06:22:20.264297
user_01223,26.0,10.47,2,0,sjackson@example.com,Dennis,Smith,Male,USA,California,New Michaelborough,Smart TV,2022-10-14,2024-07-12 00:27:03.510473
user_01239,38.0,6.79,2,0,melanie49@example.org,Maria,Brown,,USA,Texas,New Michellemouth,Laptop,2023-10-22,2023-02-23 18:31:28.783186
user_01246,40.0,11.49,2,1,gibsonrichard@example.net,Caroline,Pierce,Other,USA,California,Meganmouth,Gaming Console,2024-07-25,2023-12-17 12:27:57.416580
user_01250,63.0,29.53,2,1,stephenwright@example.org,Ashley,Morrow,Male,USA,California,New Nicholas,Smart TV,2022-08-02,2023-04-25 13:04:39.647753
user_01257,27.0,282.42,3,1,jspears@example.net,Sue,Figueroa,Male,USA,Wisconsin,Port Justinshire,Gaming Console,2023-03-28,2022-08-21 08:24:05.642817
user_01258,34.0,13.48,2,0,edwin87@example.org,Brittany,Newman,Female,Canada,Quebec,Ernestberg,Desktop,2025-04-23,2024-06-13 14:31:53.302126
user_01271,18.0,24.7,3,0,greenechristina@example.net,Michelle,Davis,Female,USA,Washington,Grayville,Tablet,2024-03-12,2024-04-08 15:14:15.298117
user_01275,38.0,13.48,3,1,kaitlynjones@example.net,Allen,Tucker,Male,USA,Michigan,East Rebeccahaven,Desktop,2022-09-24,2023-10-08 02:16:21.543983
user_01281,32.0,10.81,3,0,agarcia@example.org,Amber,West,Male,USA,Pennsylvania,Shieldsberg,Mobile,2025-04-16,2022-08-20 15:22:50.598551
user_01288,41.0,8.36,2,1,lwilliamson@example.net,Jonathan,Kennedy,Male,Canada,Nova Scotia,East Jennifer,Gaming Console,2024-07-16,2022-12-30 19:29:48.185656
user_01291,46.0,16.25,3,1,johnsonjennifer@example.com,Traci,Nunez,Female,Canada,British Columbia,Haneyberg,Laptop,2024-01-24,2023-12-27 14:53:47.841922
user_01299,40.0,9.02,3,1,boonekim@example.net,Regina,Harris,Female,USA,Missouri,West Dianeport,Laptop,2023-10-01,2023-09-28 06:53:03.817628
user_01299,40.0,9.02,3,1,boonekim@example.net,Regina,Harris,Female,USA,Missouri,West Dianeport,Laptop,2023-10-01,2023-09-28 06:53:03.817628
user_01305,32.0,11.64,2,0,huntjesus@example.com,Michelle,Chavez,Female,USA,Tennessee,Leeport,Laptop,2023-01-17,2024-02-15 20:09:51.972337
user_01321,32.0,9.64,2,1,marybarrett@example.org,Marcus,Chen,,USA,Tennessee,Loweton,Mobile,2022-12-19,2024-02-29 02:26:31.617575
user_01324,28.0,11.88,4,0,michael84@example.com,Tiffany,Johnson,Female,USA,New Jersey,Swansonchester,Mobile,2025-01-10,2023-11-19 10:17:09.259156
user_01327,34.0,32.96,2,0,amanda96@example.com,Stacey,Evans,Female,Canada,Prince Edward Island,Fletcherfurt,Mobile,2024-10-06,2024-10-25 04:50:48.366240
user_01340,32.0,6.89,2,0,vturner@example.com,Richard,Thomas,Female,USA,Illinois,East Sandra,Laptop,2023-09-14,2023-02-15 10:19:08.570723
user_01351,47.0,37.57,3,1,jcross@example.com,Brittany,Gilbert,Male,USA,Georgia,Davisbury,Gaming Console,2022-11-21,2024-09-02 04:47:16.214417
user_01365,31.0,5.48,3,0,gary52@example.net,Jodi,Smith,Male,USA,North Carolina,Tommyland,Laptop,2024-05-02,2024-02-24 11:57:43.539054
user_01389,38.0,13.48,3,1,angelaunderwood@example.net,Thomas,Russell,Female,Canada,Prince Edward Island,East Davidland,Desktop,2023-10-04,2022-08-29 09:53:23.739242
user_01399,41.0,39.81,3,0,ojohnson@example.net,Clayton,Peters,,USA,Arizona,East Sean,Mobile,2024-08-30,2023-07-16 00:53:15.917582
user_01411,59.0,26.68,3,1,ericpetersen@example.org,Karen,Watkins,Female,USA,Arizona,Levistad,Tablet,2023-01-29,2025-03-18 14:13:57.053808
user_01418,43.0,23.06,1,1,velezmark@example.net,Bradley,Fletcher,Female,USA,California,Smithhaven,Tablet,2022-12-27,2024-04-08 05:58:35.983649
user_01422,26.0,5.12,3,0,floresbridget@example.net,Joshua,Simpson,Prefer not to say,USA,Maryland,Bestborough,Mobile,2025-03-22,2025-07-21 00:39:38.418045
user_01435,28.0,11.62,4,0,cjackson@example.org,Danielle,Shepard,Female,USA,Arizona,South Denise,Desktop,2023-01-01,2023-09-05 08:13:44.059116
user_01449,30.0,17.18,3,0,kimberly88@example.net,Kyle,Horn,Male,USA,Tennessee,Debraton,Tablet,2023-09-10,2023-10-16 04:00:29.704270
user_01450,58.0,24.09,3,1,trevinoduane@example.org,Daniel,Anderson,Female,USA,Tennessee,Scottmouth,Smart TV,2024-05-27,2022-12-01 19:37:46.050597
user_01450,58.0,24.09,3,1,trevinoduane@example.org,Daniel,Anderson,Female,USA,Tennessee,Scottmouth,Smart TV,2024-05-27,2022-12-01 19:37:46.050597
user_01465,36.0,15.57,3,1,phillipserin@example.org,Robert,Sutton,Female,USA,Washington,West Jacobhaven,Laptop,2022-12-03,2025-07-23 05:12:11.099600
user_01487,47.0,4.94,4,0,robert34@example.net,Stephanie,Clark,Female,USA,Arizona,Lake Alisonchester,Desktop,2024-10-11,2024-11-30 09:35:38.311789
user_01489,34.0,14.08,2,0,natasha70@example.org,Lindsay,Campbell,Female,USA,California,Carolynfort,Smart TV,2023-07-27,2023-12-17 19:23:46.970546
user_01490,34.0,30.54,3,0,johnsonbrittany@example.net,Joshua,Lewis,Male,USA,Michigan,Jodifurt,Smart TV,2024-02-18,2023-11-16 21:37:12.516996
user_01501,24.0,5.88,3,0,brianaallison@example.com,Kristin,Rivers,Female,USA,Massachusetts,Pricechester,Smart TV,2023-06-06,2025-03-15 16:03:30.760254
user_01507,49.0,9.27,2,0,richard99@example.com,Alison,Hill,Other,Canada,Newfoundland and Labrador,Lake Jesse,Laptop,2024-04-22,2024-01-28 23:07:32.474819
user_01512,41.0,8.66,3,1,upierce@example.com,Lisa,Mccarthy,,Canada,Nova Scotia,New Tiffany,Gaming Console,2023-09-01,2023-09-19 22:14:21.435784
user_01516,45.0,27.7,3,0,powerscory@example.org,Michael,Alvarado,,USA,Arizona,Stephenchester,Gaming Console,2024-10-31,2023-07-25 18:24:44.645142
user_01522,44.0,19.46,3,0,ysmith@example.org,Andrea,Moody,Male,USA,Michigan,Alexanderstad,Smart TV,2025-03-30,2023-12-10 09:50:48.238438
user_01525,41.0,22.87,2,0,gaylauren@example.org,Albert,Olson,Female,USA,California,Orrland,Smart TV,2023-03-24,2023-03-18 05:29:59.947731
user_01559,23.0,5.28,2,0,anthonyjones@example.net,James,Adams,Female,USA,Arizona,North Jackburgh,Tablet,2025-04-26,2023-03-05 09:18:39.029953
user_01576,32.0,13.37,1,1,nicholascrawford@example.net,Natasha,Jones,Male,USA,Wisconsin,South Katherinestad,Tablet,2022-12-22,2023-02-07 23:06:50.106848
user_01645,59.0,19.4,2,1,obriendavid@example.org,Natasha,Jenkins,Female,USA,Tennessee,Shortville,Smart TV,2023-09-27,2025-01-26 20:11:58.044277
user_01647,36.0,13.74,3,1,donnamadden@example.org,Nicole,Trujillo,,USA,Illinois,South Pamela,Tablet,2023-12-20,2024-05-26 23:53:56.636553
user_01647,36.0,13.74,3,1,donnamadden@example.org,Nicole,Trujillo,,USA,Illinois,South Pamela,Tablet,2023-12-20,2024-05-26 23:53:56.636553
user_01655,31.0,20.02,2,1,williamsthomas@example.net,Christopher,Perez,Male,Canada,Nova Scotia,Kathrynport,Smart TV,2023-01-12,2024-01-02 04:19:55.467524
user_01678,16.0,13.48,2,0,josephfreeman@example.com,Laura,Mercado,Prefer not to say,Canada,New Brunswick,Leestad,Desktop,2025-07-18,2025-04-29 17:36:17.120310
user_01679,35.0,8.28,1,0,williamsdaniel@example.com,James,Baker,Male,USA,Virginia,Laurenfurt,Tablet,2024-11-18,2024-03-28 19:49:04.855602
user_01681,29.0,6.67,2,0,robert53@example.net,Sharon,Wood,Female,Canada,Quebec,Brentchester,Mobile,2024-09-13,2022-08-10 07:42:02.388626
user_01684,25.0,13.49,3,0,xgarcia@example.net,Ryan,Johnson,,Canada,New Brunswick,Erikaburgh,Laptop,2022-10-02,2023-05-07 02:59:49.251600
user_01684,25.0,13.49,3,0,xgarcia@example.net,Ryan,Johnson,,Canada,New Brunswick,Erikaburgh,Laptop,2022-10-02,2023-05-07 02:59:49.251600
user_01684,25.0,13.49,3,0,xgarcia@example.net,Ryan,Johnson,,Canada,New Brunswick,Erikaburgh,Laptop,2022-10-02,2023-05-07 02:59:49.251600
